,id,model,pam,price,retail_price,year,box,papers,gender,movement,case_size,case_material,bracelet_material,dial_type,w_resistance,date,link,img_path
128,161067,Luminor Marina,PAM00359,5545,,2011,Yes,Yes,Mens,Automatic,44 MM,Steel,Alligator - Black,Black Arabic,300 metres,25/10/2020 11:33:09,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00359/42347/item/161067,../data/imgs/WF_panerai/161067_PAM00359_Luminor Marina.jpeg
129,160346,Luminor 1950,PAM00433,10025,13105,2013,Yes,Yes,Mens,Automatic,44 MM,Steel,Crocodile - Brown,Black Arabic,100 metres,25/10/2020 11:33:13,https://www.watchfinder.es/Panerai/Luminor1950/PAM00433/28631/item/160346,../data/imgs/WF_panerai/160346_PAM00433_Luminor 1950.jpeg
130,165319,Luminor 1950,PAM00726,14280,17025,2017,Yes,Yes,Mens,Automatic,47 MM,Titanium,Leather - Black,Black,100 metres,25/10/2020 11:33:16,https://www.watchfinder.es/Panerai/Luminor1950/PAM00726/37211/item/165319,../data/imgs/WF_panerai/165319_PAM00726_Luminor 1950.jpeg
131,165871,Luminor Base,PAM00774,4200,4705,2018,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Quarter Arabic,100 metres,25/10/2020 11:33:19,https://www.watchfinder.es/Panerai/LuminorBase/PAM00774/45250/item/165871,../data/imgs/WF_panerai/165871_PAM00774_Luminor Base.jpeg
132,147704,Luminor Submersible,PAM00692,10165,,2018,Yes,Yes,Mens,Automatic,47 MM,BMG-TECH,Rubber - Black,Blue,300 metres,25/10/2020 11:33:22,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00692/34614/item/147704,../data/imgs/WF_panerai/147704_PAM00692_Luminor Submersible.jpeg
133,165165,Luminor 8 Days,PAM00233,7000,,2018,Yes,No,Mens,Manual,44 MM,Steel,Leather - Black,Black Baton,100 metres,25/10/2020 11:33:26,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00233/6322/item/165165,../data/imgs/WF_panerai/165165_PAM00233_Luminor 8 Days.jpeg
134,165030,Luminor 1950,PAM00653,8905,11650,2018,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Brown,Black Arabic,100 metres,25/10/2020 11:33:30,https://www.watchfinder.es/Panerai/Luminor1950/PAM00653/39304/item/165030,../data/imgs/WF_panerai/165030_PAM00653_Luminor 1950.jpeg
135,163890,Luminor Base,PAM00390,5770,4145,2012,Yes,Yes,Mens,Manual,44 MM,Steel,Leather - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:33:33,https://www.watchfinder.es/Panerai/LuminorBase/PAM00390/30734/item/163890,../data/imgs/WF_panerai/163890_PAM00390_Luminor Base.jpeg
136,164941,Luminor Marina,PAM00563,5545,6270,2016,Yes,Yes,Mens,Automatic,44 MM,Steel,Rubber - Black,White Arabic,300 metres,25/10/2020 11:33:36,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00563/39435/item/164941,../data/imgs/WF_panerai/164941_PAM00563_Luminor Marina.jpeg
137,150800,Radiomir 1940,PAM00516,15120,19040,2015,Yes,Yes,Mens,Automatic,48 MM,Steel,Alligator - Black,Black Quarter Arabic,100 metres,25/10/2020 11:33:39,https://www.watchfinder.es/Panerai/Radiomir1940/PAM00516/33274/item/150800,../data/imgs/WF_panerai/150800_PAM00516_Radiomir 1940.jpeg
138,150624,Luminor Base,PAM00010,4090,,2000,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Black,White Arabic,300 metres,25/10/2020 11:33:42,https://www.watchfinder.es/Panerai/LuminorBase/PAM00010/32405/item/150624,../data/imgs/WF_panerai/150624_PAM00010_Luminor Base.jpeg
139,135634,Mare Nostrum,PAM00716,7785,9630,2018,Yes,Yes,Mens,Automatic,42 MM,Steel,Alligator - Blue,Blue Baton,50 metres,25/10/2020 11:33:46,https://www.watchfinder.es/Panerai/MareNostrum/PAM00716/35494/item/135634,../data/imgs/WF_panerai/135634_PAM00716_Mare Nostrum.jpeg
140,157316,Luminor GMT,PAM00335,12265,,2012,Yes,Yes,Mens,Automatic,44 MM,Ceramic - Black,Leather - Brown,Black Baton,100 metres,25/10/2020 11:33:49,https://www.watchfinder.es/Panerai/LuminorGMT/PAM00335/45353/item/157316,../data/imgs/WF_panerai/157316_PAM00335_Luminor GMT.jpeg
141,163844,Luminor 8 Days,PAM00233,7785,,2011,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Baton,100 metres,25/10/2020 11:33:52,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00233/37275/item/163844,../data/imgs/WF_panerai/163844_PAM00233_Luminor 8 Days.jpeg
142,164513,Luminor 1950,PAM01021,10025,11650,2019,Yes,Yes,Mens,Automatic,44 MM,Titanium,Fabric - Blue,Blue Quarter Arabic,300 metres,25/10/2020 11:33:56,https://www.watchfinder.es/Panerai/Luminor1950/PAM01021/43909/item/164513,../data/imgs/WF_panerai/164513_PAM01021_Luminor 1950.jpeg
143,158979,Radiomir Automatic,PAM00288,5545,,2007,Yes,Yes,Mens,Automatic,45 MM,Steel,Crocodile - Brown,Black Baton,100 metres,25/10/2020 11:33:59,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00288/47345/item/158979,../data/imgs/WF_panerai/158979_PAM00288_Radiomir Automatic.jpeg
144,/85902,Luminor Pangaea,PAM00307,8905,12655,2009,Yes,Yes,Mens,Automatic,47 MM,Steel & Titanium,Rubber - Black,Blue Baton,120 metres,25/10/2020 11:34:05,https://www.watchfinder.es/Panerai/LuminorPangaea/PAM00307/9920/item/85902,../data/imgs/WF_panerai//85902_PAM00307_Luminor Pangaea.jpeg
145,160644,Manifattura Luminor,PAM00328,5880,,2011,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Brown,Black Quarter Arabic,300 metres,25/10/2020 11:34:09,https://www.watchfinder.es/Panerai/ManifatturaLuminor/PAM00328/38027/item/160644,../data/imgs/WF_panerai/160644_PAM00328_Manifattura Luminor.jpeg
146,153617,Radiomir 8 days,PAM00200,13385,,2006,Yes,Yes,Mens,Automatic,45 MM,White Gold,Alligator - Black,Black,100 metres,25/10/2020 11:34:12,https://www.watchfinder.es/Panerai/Radiomir8days/PAM00200/33125/item/153617,../data/imgs/WF_panerai/153617_PAM00200_Radiomir 8 days.jpeg
147,161702,Radiomir 1940 3 Days,PAM00658,6665,11200,2006,No,No,Mens,Automatic,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:34:16,https://www.watchfinder.es/Panerai/Radiomir19403Days/PAM00658/32915/item/161702,../data/imgs/WF_panerai/161702_PAM00658_Radiomir 1940 3 Days.jpeg
148,160567,Radiomir California 3 Days,PAM00424,4985,,2014,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black,100 metres,25/10/2020 11:34:19,https://www.watchfinder.es/Panerai/RadiomirCalifornia3Days/PAM00424/23436/item/160567,../data/imgs/WF_panerai/160567_PAM00424_Radiomir California 3 Days.jpeg
149,162850,Luminor Submersible,PAM00389,8120,10415,2015,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Black,Black Baton,300 metres,25/10/2020 11:34:22,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00389/23831/item/162850,../data/imgs/WF_panerai/162850_PAM00389_Luminor Submersible.jpeg
150,154281,Radiomir Manual,PAM00504,6665,8960,2013,Yes,Yes,Mens,Manual,47 MM,Ceramic - Brown,Leather - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:34:26,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00504/23846/item/154281,../data/imgs/WF_panerai/154281_PAM00504_Radiomir Manual.jpeg
151,157291,Luminor GMT,PAM00335,10025,,2013,No,No,Mens,Automatic,44 MM,Ceramic - Black,Leather - Brown,Black Baton,100 metres,25/10/2020 11:34:29,https://www.watchfinder.es/Panerai/LuminorGMT/PAM00335/45353/item/157291,../data/imgs/WF_panerai/157291_PAM00335_Luminor GMT.jpeg
152,107581,Radiomir Manual,PAM00309,19320,,2008,Yes,Yes,Mens,Manual,47 MM,Titanium,Alligator - Black,Black Quarter Arabic,0,25/10/2020 11:34:32,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00309/9373/item/107581,../data/imgs/WF_panerai/107581_PAM00309_Radiomir Manual.jpeg
153,/85166,Radiomir Manual,PAM00577,7785,10750,2016,Yes,Yes,Mens,Manual,48 MM,Ceramic - Black,Leather - Brown,Black,100 metres,25/10/2020 11:34:35,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00577/27742/item/85166,../data/imgs/WF_panerai//85166_PAM00577_Radiomir Manual.jpeg
154,136792,Radiomir Automatic,PAM00572,6665,9630,2014,Yes,Yes,Mens,Automatic,45 MM,Steel,Crocodile - Black,Black Quarter Arabic,100 metres,25/10/2020 11:34:38,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00572/28912/item/136792,../data/imgs/WF_panerai/136792_PAM00572_Radiomir Automatic.jpeg
155,130917,Radiomir Manual,PAM00183,4200,5040,2012,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:34:42,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00183/3778/item/130917,../data/imgs/WF_panerai/130917_PAM00183_Radiomir Manual.jpeg
156,161800,Luminor 8 Days,PAM00911,14560,,2018,Yes,Yes,Mens,Manual,44 MM,Steel,Leather - Brown,Green Baton,300 metres,25/10/2020 11:34:45,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00911/36233/item/161800,../data/imgs/WF_panerai/161800_PAM00911_Luminor 8 Days.jpeg
157,162466,Luminor Regatta,PAM00107,5545,,2002,No,Yes,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Baton,300 metres,25/10/2020 11:34:48,https://www.watchfinder.es/Panerai/LuminorRegatta/PAM00107/29077/item/162466,../data/imgs/WF_panerai/162466_PAM00107_Luminor Regatta.jpeg
158,160617,Luminor Marina,PAM00563,5320,,2016,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Black,White Arabic,300 metres,25/10/2020 11:34:51,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00563/26867/item/160617,../data/imgs/WF_panerai/160617_PAM00563_Luminor Marina.jpeg
159,162365,Luminor 1950,PAM00311,9465,17135,2009,Yes,Yes,Mens,Manual,44 MM,Titanium,Alligator - Brown,Brown Baton,100 metres,25/10/2020 11:34:55,https://www.watchfinder.es/Panerai/Luminor1950/PAM00311/9914/item/162365,../data/imgs/WF_panerai/162365_PAM00311_Luminor 1950.jpeg
160,159997,Radiomir Manual,PAM00231,9240,11535,2008,Yes,Yes,Mens,Manual,45 MM,Rose Gold,Alligator - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:34:58,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00231/6298/item/159997,../data/imgs/WF_panerai/159997_PAM00231_Radiomir Manual.jpeg
161,120672,Luminor 8 Days,PAM00233,7785,11145,2007,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Baton,100 metres,25/10/2020 11:35:02,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00233/37275/item/120672,../data/imgs/WF_panerai/120672_PAM00233_Luminor 8 Days.jpeg
162,151658,Luminor Regatta,PAM00526,11200,16240,2015,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Black,Black Baton,100 metres,25/10/2020 11:35:05,https://www.watchfinder.es/Panerai/LuminorRegatta/PAM00526/23857/item/151658,../data/imgs/WF_panerai/151658_PAM00526_Luminor Regatta.jpeg
163,158569,Luminor Submersible,PAM00616,12935,16465,2016,Yes,Yes,Mens,Automatic,47 MM,Carbon Fiber,Rubber - Black,Black Baton,300 metres,25/10/2020 11:35:08,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00616/32256/item/158569,../data/imgs/WF_panerai/158569_PAM00616_Luminor Submersible.jpeg
164,150794,Manifattura Luminor,PAM00320,5320,7950,2009,Yes,Yes,Mens,Automatic,44 MM,Steel,Alligator - Brown,Black Quarter Arabic,300 metres,25/10/2020 11:35:11,https://www.watchfinder.es/Panerai/ManifatturaLuminor/PAM00320/15186/item/150794,../data/imgs/WF_panerai/150794_PAM00320_Manifattura Luminor.jpeg
165,144478,Luminor Marina,PAM00359,5320,,2010,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Black,Black Arabic,300 metres,25/10/2020 11:35:15,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00359/36399/item/144478,../data/imgs/WF_panerai/144478_PAM00359_Luminor Marina.jpeg
166,122826,Radiomir Manual,PAM00183,4310,5040,2009,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:35:18,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00183/3778/item/122826,../data/imgs/WF_panerai/122826_PAM00183_Radiomir Manual.jpeg
167,158626,Luminor Marina,PAM00104,5320,6610,2010,Yes,Yes,Mens,Automatic,44 MM,Steel,Alligator - Black,Black Baton,300 metres,25/10/2020 11:35:21,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00104/27889/item/158626,../data/imgs/WF_panerai/158626_PAM00104_Luminor Marina.jpeg
168,160875,Luminor Marina,PAM00104,5320,6610,2009,Yes,Yes,Mens,Automatic,44 MM,Steel,Crocodile - Black,Black Baton,300 metres,25/10/2020 11:35:25,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00104/27889/item/160875,../data/imgs/WF_panerai/160875_PAM00104_Luminor Marina.jpeg
169,120485,Mare Nostrum,PAM00716,7785,9630,2018,Yes,Yes,Mens,Automatic,42 MM,Steel,Leather - Brown,Blue Baton,50 metres,25/10/2020 11:35:28,https://www.watchfinder.es/Panerai/MareNostrum/PAM00716/35494/item/120485,../data/imgs/WF_panerai/120485_PAM00716_Mare Nostrum.jpeg
170,160721,Luminor 1950,PAM00629,10585,11090,2016,Yes,Yes,Mens,Manual,47 MM,Titanium,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:35:31,https://www.watchfinder.es/Panerai/Luminor1950/PAM00629/29108/item/160721,../data/imgs/WF_panerai/160721_PAM00629_Luminor 1950.jpeg
171,/87294,Luminor Submersible,PAM00194,,,2016,No,No,Mens,Automatic,47 MM,Steel,Rubber - Black,Black Baton,0,25/10/2020 11:35:34,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00194/15241/item/87294,../data/imgs/WF_panerai//87294_PAM00194_Luminor Submersible.jpeg
172,/85812,Luminor Marina,PAM00115,,,2016,No,No,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Quarter Arabic,0,25/10/2020 11:35:37,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00115/32976/item/85812,../data/imgs/WF_panerai//85812_PAM00115_Luminor Marina.jpeg
173,157698,Radiomir Manual,PAM00376,14280,24080,2012,Yes,Yes,Mens,Manual,47 MM,White Gold,Alligator - Brown,Brown,100 metres,25/10/2020 11:35:41,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00376/23826/item/157698,../data/imgs/WF_panerai/157698_PAM00376_Radiomir Manual.jpeg
174,159125,Radiomir 3 Days Oro Rosa,PAM00379,14505,21390,2017,Yes,Yes,Mens,Manual,47 MM,Rose Gold,Alligator - Brown,Brown Baton,100 metres,25/10/2020 11:35:44,https://www.watchfinder.es/Panerai/Radiomir3DaysOroRosa/PAM00379/23828/item/159125,../data/imgs/WF_panerai/159125_PAM00379_Radiomir 3 Days Oro Rosa.jpeg
175,154125,Luminor Submersible,PAM00968,22345,15570,2019,Yes,Yes,Mens,Automatic,47 MM,Bronze,Leather - Brown,Brown,300 metres,25/10/2020 11:35:47,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00968/39525/item/154125,../data/imgs/WF_panerai/154125_PAM00968_Luminor Submersible.jpeg
176,124930,Luminor Submersible,PAM00382,26600,,2012,Yes,Yes,Mens,Automatic,47 MM,Bronze,Leather - Brown,Green Baton,300 metres,25/10/2020 11:35:51,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00382/22740/item/124930,../data/imgs/WF_panerai/124930_PAM00382_Luminor Submersible.jpeg
177,149958,Luminor 8 Days,PAM00233,6665,,2012,No,No,Mens,Manual,44 MM,Steel,Leather - Black,Black Baton,100 metres,25/10/2020 11:35:54,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00233/6322/item/149958,../data/imgs/WF_panerai/149958_PAM00233_Luminor 8 Days.jpeg
178,159611,Radiomir Manual,PAM00262,22345,,2012,No,No,Mens,Manual,47 MM,Platinum,Leather - Brown,Brown,30 metres,25/10/2020 11:35:58,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00262/45883/item/159611,../data/imgs/WF_panerai/159611_PAM00262_Radiomir Manual.jpeg
179,159067,Luminor 1950,PAM00537,6665,8510,2014,Yes,Yes,Mens,Automatic,42 MM,Steel,Calf - Brown,Black Baton,100 metres,25/10/2020 11:36:01,https://www.watchfinder.es/Panerai/Luminor1950/PAM00537/30438/item/159067,../data/imgs/WF_panerai/159067_PAM00537_Luminor 1950.jpeg
180,150894,Radiomir 3 Days Oro Rosa,PAM00379,14505,18145,2017,Yes,Yes,Mens,Manual,47 MM,Rose Gold,Alligator - Brown,Brown Baton,100 metres,25/10/2020 11:36:05,https://www.watchfinder.es/Panerai/Radiomir3DaysOroRosa/PAM00379/23828/item/150894,../data/imgs/WF_panerai/150894_PAM00379_Radiomir 3 Days Oro Rosa.jpeg
181,156023,Radiomir Automatic,PAM00572,6665,9630,2014,Yes,Yes,Mens,Automatic,45 MM,Steel,Crocodile - Black,Black Quarter Arabic,100 metres,25/10/2020 11:36:08,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00572/28912/item/156023,../data/imgs/WF_panerai/156023_PAM00572_Radiomir Automatic.jpeg
182,156768,Luminor Submersible,PAM00193,9800,,2009,Yes,Yes,Mens,Automatic,47 MM,Titanium,Fabric - Black,Black,120 metres,25/10/2020 11:36:11,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00193/43709/item/156768,../data/imgs/WF_panerai/156768_PAM00193_Luminor Submersible.jpeg
183,152037,Luminor 8 Days,PAM00590,5320,,2019,Yes,Yes,Mens,Manual,44 MM,Steel,Leather - Brown,Black Baton,300 metres,25/10/2020 11:36:15,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00590/26566/item/152037,../data/imgs/WF_panerai/152037_PAM00590_Luminor 8 Days.jpeg
184,158536,Luminor Chrono,PAM00250,4760,6385,2019,No,No,Mens,Automatic,44 MM,Steel,Alligator - Black,Black,100 metres,25/10/2020 11:36:18,https://www.watchfinder.es/Panerai/LuminorChrono/PAM00250/6314/item/158536,../data/imgs/WF_panerai/158536_PAM00250_Luminor Chrono.jpeg
185,109645,Luminor Marina,PAM00332,10920,11200,2009,Yes,Yes,Mens,Automatic,44 MM,Steel with PVD Coating,Leather - Black,Black Arabic,0,25/10/2020 11:36:21,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00332/14333/item/109645,../data/imgs/WF_panerai/109645_PAM00332_Luminor Marina.jpeg
186,153686,Luminor 1950,PAM00213,6105,,2009,No,No,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Baton,100 metres,25/10/2020 11:36:24,https://www.watchfinder.es/Panerai/Luminor1950/PAM00213/38532/item/153686,../data/imgs/WF_panerai/153686_PAM00213_Luminor 1950.jpeg
187,158982,Radiomir 3 Days Oro Rosa,PAM00570,17865,28225,2017,Yes,Yes,Mens,Manual,47 MM,Rose Gold,Alligator - Brown,Brown Quarter Arabic,50 metres,25/10/2020 11:36:28,https://www.watchfinder.es/Panerai/Radiomir3DaysOroRosa/PAM00570/30050/item/158982,../data/imgs/WF_panerai/158982_PAM00570_Radiomir 3 Days Oro Rosa.jpeg
188,156191,Luminor Due,PAM00739,9520,13550,2018,Yes,Yes,Mens,Automatic,45 MM,Steel,Alligator - Brown,Anthracite,30 metres,25/10/2020 11:36:31,https://www.watchfinder.es/Panerai/LuminorDue/PAM00739/41443/item/156191,../data/imgs/WF_panerai/156191_PAM00739_Luminor Due.jpeg
189,159478,Radiomir Manual,PAM00395,18985,32030,2012,Yes,Yes,Mens,Manual,45 MM,Rose Gold,Alligator - Brown,Brown Quarter Arabic,50 metres,25/10/2020 11:36:34,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00395/23835/item/159478,../data/imgs/WF_panerai/159478_PAM00395_Radiomir Manual.jpeg
190,147101,Radiomir Manual,PAM00380,3975,,2016,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:36:38,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00380/42097/item/147101,../data/imgs/WF_panerai/147101_PAM00380_Radiomir Manual.jpeg
191,150343,Radiomir Automatic,PAM00572,6750,9630,2016,Yes,No,Mens,Automatic,45 MM,Steel,Crocodile - Black,Black Quarter Arabic,100 metres,25/10/2020 11:36:41,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00572/28912/item/150343,../data/imgs/WF_panerai/150343_PAM00572_Radiomir Automatic.jpeg
192,158130,Luminor Submersible,PAM00968,20160,15570,2019,Yes,Yes,Mens,Automatic,47 MM,Bronze,Rubber - Blue,Brown,300 metres,25/10/2020 11:36:44,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00968/46276/item/158130,../data/imgs/WF_panerai/158130_PAM00968_Luminor Submersible.jpeg
193,157753,Submersible,PAM00982,16800,18480,2019,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Blue,Grey,300 metres,25/10/2020 11:36:47,https://www.watchfinder.es/Panerai/Submersible/PAM00982/40274/item/157753,../data/imgs/WF_panerai/157753_PAM00982_Submersible.jpeg
194,157755,Submersible,PAM00979,14000,18480,2019,Yes,Yes,Mens,Automatic,47 MM,Carbon,Rubber - Black,Black,300 metres,25/10/2020 11:36:51,https://www.watchfinder.es/Panerai/Submersible/PAM00979/40463/item/157755,../data/imgs/WF_panerai/157755_PAM00979_Submersible.jpeg
195,155951,Luminor GMT,PAM00535,6130,8290,2019,Yes,No,Mens,Automatic,42 MM,Steel,Calf - Black,Black Baton,100 metres,25/10/2020 11:36:54,https://www.watchfinder.es/Panerai/LuminorGMT/PAM00535/42683/item/155951,../data/imgs/WF_panerai/155951_PAM00535_Luminor GMT.jpeg
196,/95733,Luminor Marina,PAM00028,7000,8510,2009,Yes,Yes,Mens,Automatic,44 MM,Steel with PVD Coating,Leather - Black,Black Quarter Arabic,0,25/10/2020 11:36:58,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00028/15011/item/95733,../data/imgs/WF_panerai//95733_PAM00028_Luminor Marina.jpeg
197,159015,Radiomir Manual,PAM00449,7140,6720,2013,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black Baton,100 metres,25/10/2020 11:37:01,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00449/28192/item/159015,../data/imgs/WF_panerai/159015_PAM00449_Radiomir Manual.jpeg
198,158431,Submersible,PAM01055,12265,8400,2019,Yes,Yes,Mens,Automatic,42 MM,Steel,Rubber - Green,Green,300 metres,25/10/2020 11:37:05,https://www.watchfinder.es/Panerai/Submersible/PAM01055/43642/item/158431,../data/imgs/WF_panerai/158431_PAM01055_Submersible.jpeg
199,109720,Radiomir Manual,PAM00292,4900,6945,2009,Yes,Yes,Mens,Manual,45 MM,Ceramic - Black,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:37:08,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00292/6299/item/109720,../data/imgs/WF_panerai/109720_PAM00292_Radiomir Manual.jpeg
200,149692,Luminor Submersible,PAM00968,22345,15570,2019,Yes,Yes,Mens,Automatic,47 MM,Bronze,Leather - Brown,Brown,300 metres,25/10/2020 11:37:11,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00968/39525/item/149692,../data/imgs/WF_panerai/149692_PAM00968_Luminor Submersible.jpeg
201,156541,Luminor Chrono,PAM00524,7840,10750,2015,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:37:15,https://www.watchfinder.es/Panerai/LuminorChrono/PAM00524/23855/item/156541,../data/imgs/WF_panerai/156541_PAM00524_Luminor Chrono.jpeg
202,157641,Luminor 8 Days,PAM00233,9800,,2015,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Baton,100 metres,25/10/2020 11:37:18,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00233/37275/item/157641,../data/imgs/WF_panerai/157641_PAM00233_Luminor 8 Days.jpeg
203,157391,Radiomir 1940,PAM00627,8905,11090,2019,Yes,Yes,Mens,Automatic,45 MM,Steel,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:37:22,https://www.watchfinder.es/Panerai/Radiomir1940/PAM00627/32067/item/157391,../data/imgs/WF_panerai/157391_PAM00627_Radiomir 1940.jpeg
204,150438,Radiomir 1940,PAM00627,8120,11090,2016,Yes,Yes,Mens,Automatic,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:37:25,https://www.watchfinder.es/Panerai/Radiomir1940/PAM00627/37177/item/150438,../data/imgs/WF_panerai/150438_PAM00627_Radiomir 1940.jpeg
205,157671,Luminor 1950,PAM00371,10025,10305,2014,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Black,Blue Baton,300 metres,25/10/2020 11:37:28,https://www.watchfinder.es/Panerai/Luminor1950/PAM00371/23716/item/157671,../data/imgs/WF_panerai/157671_PAM00371_Luminor 1950.jpeg
206,157066,Radiomir Automatic,PAM00388,5880,7055,2019,Yes,Yes,Mens,Automatic,45 MM,Steel,Alligator - Black,Black Quarter Arabic,100 metres,25/10/2020 11:37:32,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00388/23830/item/157066,../data/imgs/WF_panerai/157066_PAM00388_Radiomir Automatic.jpeg
207,156332,Radiomir Manual,PAM00577,5880,10750,2019,No,No,Mens,Manual,48 MM,Ceramic - Black,Calf - Brown,Black,100 metres,25/10/2020 11:37:35,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00577/27742/item/156332,../data/imgs/WF_panerai/156332_PAM00577_Radiomir Manual.jpeg
208,146515,Radiomir 8 days,PAM00502,26600,38975,2014,Yes,Yes,Mens,Manual,45 MM,Rose Gold,Alligator - Brown,Brown Quarter Arabic,50 metres,25/10/2020 11:37:38,https://www.watchfinder.es/Panerai/Radiomir8days/PAM00502/30004/item/146515,../data/imgs/WF_panerai/146515_PAM00502_Radiomir 8 days.jpeg
209,151518,Radiomir California 3 Days,PAM00448,8680,6720,2012,Yes,Yes,Mens,Manual,47 MM,Steel,Calf - Black,Black,100 metres,25/10/2020 11:37:41,https://www.watchfinder.es/Panerai/RadiomirCalifornia3Days/PAM00448/28388/item/151518,../data/imgs/WF_panerai/151518_PAM00448_Radiomir California 3 Days.jpeg
210,153738,Radiomir Manual,PAM00421,14000,17920,2017,Yes,Yes,Mens,Manual,47 MM,Red Gold,Alligator - Brown,Brown Baton,50 metres,25/10/2020 11:37:44,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00421/23837/item/153738,../data/imgs/WF_panerai/153738_PAM00421_Radiomir Manual.jpeg
211,154568,Radiomir Automatic,PAM00388,5210,7055,2013,Yes,Yes,Mens,Automatic,45 MM,Steel,Alligator - Black,Black Quarter Arabic,100 metres,25/10/2020 11:37:47,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00388/23830/item/154568,../data/imgs/WF_panerai/154568_PAM00388_Radiomir Automatic.jpeg
