,id,model,pam,price,retail_price,year,box,papers,gender,movement,case_size,case_material,bracelet_material,dial_type,w_resistance,date,link,img_path
212,154054,Radiomir 1940 3 Days,PAM00662,7785,10640,2017,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Brown Arabic,100 metres,25/10/2020 11:37:51,https://www.watchfinder.es/Panerai/Radiomir19403Days/PAM00662/33117/item/154054,../data/imgs/WF_panerai/154054_PAM00662_Radiomir 1940 3 Days.jpeg
213,154051,Radiomir 3 Days Acciaio,PAM00687,9520,9295,2017,Yes,Yes,Mens,Automatic,47 MM,Steel,Leather - Brown,Brown Quarter Arabic,30 metres,25/10/2020 11:37:54,https://www.watchfinder.es/Panerai/Radiomir3DaysAcciaio/PAM00687/33859/item/154051,../data/imgs/WF_panerai/154051_PAM00687_Radiomir 3 Days Acciaio.jpeg
214,153733,Luminor 8 Days,PAM00779,6440,7730,2019,Yes,Yes,Mens,Automatic,44 MM,Titanium Black DLC,Leather - Brown,Black,300 metres,25/10/2020 11:37:58,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00779/40906/item/153733,../data/imgs/WF_panerai/153733_PAM00779_Luminor 8 Days.jpeg
215,150314,Radiomir 1938,PAM00232,6665,,2007,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:38:01,https://www.watchfinder.es/Panerai/Radiomir1938/PAM00232/27975/item/150314,../data/imgs/WF_panerai/150314_PAM00232_Radiomir 1938.jpeg
216,155359,Luminor Power Reserve,PAM00125,4845,,2007,Yes,No,Mens,Automatic,40 MM,Steel,Alligator - Black,Black Arabic,300 metres,25/10/2020 11:38:05,https://www.watchfinder.es/Panerai/LuminorPowerReserve/PAM00125/3802/item/155359,../data/imgs/WF_panerai/155359_PAM00125_Luminor Power Reserve.jpeg
217,156153,Radiomir Manual,PAM00163,13385,,2005,Yes,Yes,Mens,Manual,44 MM,Steel,Alligator - Black,Black,100 metres,25/10/2020 11:38:08,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00163/45107/item/156153,../data/imgs/WF_panerai/156153_PAM00163_Radiomir Manual.jpeg
218,146498,Luminor 1950,PAM00670,18985,20495,2018,Yes,Yes,Mens,Manual,47 MM,Titanium,Alligator - Blue,Blue Quarter Arabic,100 metres,25/10/2020 11:38:11,https://www.watchfinder.es/Panerai/Luminor1950/PAM00670/35439/item/146498,../data/imgs/WF_panerai/146498_PAM00670_Luminor 1950.jpeg
219,154869,Luminor Marina,PAM00022,6665,,2000,Yes,Yes,Mens,Manual,44 MM,Steel,Rubber - Black,Black Quarter Arabic,300 metres,25/10/2020 11:38:14,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00022/44721/item/154869,../data/imgs/WF_panerai/154869_PAM00022_Luminor Marina.jpeg
220,153412,Luminor Marina,PAM00392,5880,,2015,Yes,Yes,Mens,Automatic,42 MM,Steel,Alligator - Black,Black Baton,100 metres,25/10/2020 11:38:17,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00392/23833/item/153412,../data/imgs/WF_panerai/153412_PAM00392_Luminor Marina.jpeg
221,150313,Luminor 8 Days,PAM00590,5150,,2014,Yes,Yes,Mens,Manual,44 MM,Steel,Leather - Brown,Black Baton,300 metres,25/10/2020 11:38:21,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00590/26566/item/150313,../data/imgs/WF_panerai/150313_PAM00590_Luminor 8 Days.jpeg
222,154438,Luminor 8 Days,PAM00576,21000,26880,2019,Yes,Yes,Mens,Manual,44 MM,Rose Gold,Crocodile - Brown,Brown Arabic,50 metres,25/10/2020 11:38:24,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00576/31321/item/154438,../data/imgs/WF_panerai/154438_PAM00576_Luminor 8 Days.jpeg
223,150705,Luminor Submersible,PAM00615,12265,,2016,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Black,Black,300 metres,25/10/2020 11:38:27,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00615/27693/item/150705,../data/imgs/WF_panerai/150705_PAM00615_Luminor Submersible.jpeg
224,154038,Luminor Due,PAM00674,7785,10190,2018,Yes,Yes,Mens,Automatic,45 MM,Steel,Alligator - Black,Black Quarter Arabic,30 metres,25/10/2020 11:38:31,https://www.watchfinder.es/Panerai/LuminorDue/PAM00674/32164/item/154038,../data/imgs/WF_panerai/154038_PAM00674_Luminor Due.jpeg
225,152451,Radiomir 1940,PAM00513,12710,16800,2018,Yes,Yes,Mens,Manual,42 MM,Red Gold,Alligator - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:38:34,https://www.watchfinder.es/Panerai/Radiomir1940/PAM00513/23851/item/152451,../data/imgs/WF_panerai/152451_PAM00513_Radiomir 1940.jpeg
226,152695,Mare Nostrum,PAM00716,7785,,2017,Yes,Yes,Mens,Automatic,42 MM,Steel,Alligator - Blue,Blue Baton,50 metres,25/10/2020 11:38:37,https://www.watchfinder.es/Panerai/MareNostrum/PAM00716/35494/item/152695,../data/imgs/WF_panerai/152695_PAM00716_Mare Nostrum.jpeg
227,142451,Radiomir Automatic,PAM00288,5320,,2007,Yes,Yes,Mens,Automatic,45 MM,Steel,Alligator - Black,Black Baton,100 metres,25/10/2020 11:38:40,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00288/6321/item/142451,../data/imgs/WF_panerai/142451_PAM00288_Radiomir Automatic.jpeg
228,149944,Luminor Submersible,PAM00507,25705,,2016,Yes,Yes,Mens,Automatic,47 MM,Bronze,Leather - Brown,Green Baton,300 metres,25/10/2020 11:38:44,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00507/23848/item/149944,../data/imgs/WF_panerai/149944_PAM00507_Luminor Submersible.jpeg
229,152248,Luminor Marina,PAM01048,5880,6800,2017,Yes,Yes,Mens,Automatic,40 MM,Steel,Leather - Brown,Black,300 metres,25/10/2020 11:38:47,https://www.watchfinder.es/Panerai/LuminorMarina/PAM01048/34554/item/152248,../data/imgs/WF_panerai/152248_PAM01048_Luminor Marina.jpeg
230,150714,Radiomir 3 Days Oro Rosa,PAM00379,14195,18145,2012,Yes,Yes,Mens,Manual,47 MM,Rose Gold,Leather - Brown,Brown Baton,100 metres,25/10/2020 11:38:51,https://www.watchfinder.es/Panerai/Radiomir3DaysOroRosa/PAM00379/23828/item/150714,../data/imgs/WF_panerai/150714_PAM00379_Radiomir 3 Days Oro Rosa.jpeg
231,135796,Luminor Power Reserve,PAM00090,4985,7390,2012,No,No,Mens,Automatic,44 MM,Steel,Alligator - Brown,Black Baton,100 metres,25/10/2020 11:38:54,https://www.watchfinder.es/Panerai/LuminorPowerReserve/PAM00090/37808/item/135796,../data/imgs/WF_panerai/135796_PAM00090_Luminor Power Reserve.jpeg
232,142435,Luminor Due 3 Days Accaio,PAM00676,6690,7730,2017,Yes,Yes,Mens,Manual,42 MM,Steel,Alligator - Black,Black Quarter Arabic,30 metres,25/10/2020 11:38:58,https://www.watchfinder.es/Panerai/LuminorDue3DaysAccaio/PAM00676/30582/item/142435,../data/imgs/WF_panerai/142435_PAM00676_Luminor Due 3 Days Accaio.jpeg
233,119414,Radiomir Manual,PAM00514,5320,7000,2015,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black Baton,100 metres,25/10/2020 11:39:01,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00514/23852/item/119414,../data/imgs/WF_panerai/119414_PAM00514_Radiomir Manual.jpeg
234,131351,Luminor Submersible,PAM00508,14505,12210,2015,Yes,Yes,Mens,Automatic,47 MM,Ceramic - Black,Leather - Brown,Black Baton,300 metres,25/10/2020 11:39:04,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00508/23849/item/131351,../data/imgs/WF_panerai/131351_PAM00508_Luminor Submersible.jpeg
235,145884,Luminor Due,PAM00729,8400,10750,2018,Yes,Yes,Mens,Automatic,45 MM,Titanium,Alligator - Blue,Blue Quarter Arabic,30 metres,25/10/2020 11:39:08,https://www.watchfinder.es/Panerai/LuminorDue/PAM00729/35226/item/145884,../data/imgs/WF_panerai/145884_PAM00729_Luminor Due.jpeg
236,143796,Luminor Marina,PAM00003,3865,,2018,No,No,Mens,Manual,44 MM,Steel,Rubber - Black,White Arabic,100 metres,25/10/2020 11:39:11,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00003/39916/item/143796,../data/imgs/WF_panerai/143796_PAM00003_Luminor Marina.jpeg
237,151044,Manifattura Radiomir,PAM00268,6665,,2010,Yes,Yes,Mens,Manual,45 MM,Steel,Alligator - Black,Black Baton,100 metres,25/10/2020 11:39:14,https://www.watchfinder.es/Panerai/ManifatturaRadiomir/PAM00268/6323/item/151044,../data/imgs/WF_panerai/151044_PAM00268_Manifattura Radiomir.jpeg
238,150780,Luminor Submersible,PAM00616,13945,16465,2018,Yes,Yes,Mens,Automatic,47 MM,Carbon Fiber,Rubber - Black,Black Baton,300 metres,25/10/2020 11:39:18,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00616/32256/item/150780,../data/imgs/WF_panerai/150780_PAM00616_Luminor Submersible.jpeg
239,150291,Luminor Submersible,PAM00968,25480,15570,2019,Yes,Yes,Mens,Automatic,47 MM,Bronze,Leather - Brown,Brown,300 metres,25/10/2020 11:39:24,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00968/39525/item/150291,../data/imgs/WF_panerai/150291_PAM00968_Luminor Submersible.jpeg
240,150412,Radiomir 1940 3 Days,PAM00662,8400,10640,2019,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Brown Arabic,100 metres,25/10/2020 11:39:28,https://www.watchfinder.es/Panerai/Radiomir19403Days/PAM00662/33117/item/150412,../data/imgs/WF_panerai/150412_PAM00662_Radiomir 1940 3 Days.jpeg
241,116530,Manifattura Luminor,PAM00270,8400,12095,2009,Yes,Yes,Mens,Automatic,44 MM,Steel,Crocodile - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:39:35,https://www.watchfinder.es/Panerai/ManifatturaLuminor/PAM00270/6324/item/116530,../data/imgs/WF_panerai/116530_PAM00270_Manifattura Luminor.jpeg
242,148521,Radiomir Manual,PAM00380,3865,,2012,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:39:38,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00380/42097/item/148521,../data/imgs/WF_panerai/148521_PAM00380_Radiomir Manual.jpeg
243,145824,Mare Nostrum,PAM00603,22345,38530,2016,Yes,Yes,Mens,Manual,52 MM,Titanium,Leather - Brown,Brown Quarter Arabic,30 metres,25/10/2020 11:39:41,https://www.watchfinder.es/Panerai/MareNostrum/PAM00603/40053/item/145824,../data/imgs/WF_panerai/145824_PAM00603_Mare Nostrum.jpeg
244,142546,Luminor Marina,PAM00299,5320,,2009,Yes,Yes,Mens,Automatic,44 MM,Steel,Steel,Black Baton,300 metres,25/10/2020 11:39:45,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00299/9904/item/142546,../data/imgs/WF_panerai/142546_PAM00299_Luminor Marina.jpeg
245,144022,Radiomir Automatic,PAM00141,5880,,2002,Yes,Yes,Mens,Automatic,42 MM,Steel,Alligator - Burgundy,Black,100 metres,25/10/2020 11:39:48,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00141/27196/item/144022,../data/imgs/WF_panerai/144022_PAM00141_Radiomir Automatic.jpeg
246,146394,Luminor Marina,PAM00104,5320,6610,2009,Yes,Yes,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Baton,300 metres,25/10/2020 11:39:51,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00104/36108/item/146394,../data/imgs/WF_panerai/146394_PAM00104_Luminor Marina.jpeg
247,146374,Radiomir Manual,PAM00425,5320,7000,2015,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black,100 metres,25/10/2020 11:39:54,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00425/23404/item/146374,../data/imgs/WF_panerai/146374_PAM00425_Radiomir Manual.jpeg
248,146127,Radiomir Automatic,PAM00373,19600,33265,2015,Yes,No,Mens,Automatic,47 MM,Platinum,Alligator - Brown,Brown Baton,100 metres,25/10/2020 11:39:58,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00373/23824/item/146127,../data/imgs/WF_panerai/146127_PAM00373_Radiomir Automatic.jpeg
249,144647,Luminor Submersible,PAM00285,10920,,2009,Yes,Yes,Mens,Automatic,44 MM,Steel & Titanium,Leather - Black,Black Baton,2500 metres,25/10/2020 11:40:01,https://www.watchfinder.es/Panerai/LuminorSubmersible/PAM00285/15671/item/144647,../data/imgs/WF_panerai/144647_PAM00285_Luminor Submersible.jpeg
250,/69846,Radiomir Automatic,PAM00235,,22850,2007,Yes,Yes,Mens,Automatic,45 MM,White Gold,Alligator - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:40:07,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00235/9907/item/69846,../data/imgs/WF_panerai//69846_PAM00235_Radiomir Automatic.jpeg
251,139779,Radiomir 1940 3 Days,PAM00740,16745,18480,2018,Yes,Yes,Mens,Automatic,42 MM,Rose Gold,Alligator - Black,Black,50 metres,25/10/2020 11:40:13,https://www.watchfinder.es/Panerai/Radiomir19403Days/PAM00740/37654/item/139779,../data/imgs/WF_panerai/139779_PAM00740_Radiomir 1940 3 Days.jpeg
252,120720,Luminor Marina,PAM00221,5545,,2006,Yes,Yes,Mens,Automatic,44 MM,Steel & Titanium,Steel & Titanium,Black Baton,300 metres,25/10/2020 11:40:17,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00221/3783/item/120720,../data/imgs/WF_panerai/120720_PAM00221_Luminor Marina.jpeg
253,137688,Radiomir Automatic,PAM00288,5545,,2011,Yes,Yes,Mens,Automatic,45 MM,Steel,Crocodile - Black,Black Baton,100 metres,25/10/2020 11:40:20,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00288/6321/item/137688,../data/imgs/WF_panerai/137688_PAM00288_Radiomir Automatic.jpeg
254,/98799,Radiomir Manual,PAM00587,7560,8735,2015,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:40:23,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00587/6327/item/98799,../data/imgs/WF_panerai//98799_PAM00587_Radiomir Manual.jpeg
255,114771,Radiomir Manual,PAM00339,7785,,2011,Yes,Yes,Mens,Manual,47 MM,Ceramic - Black,Leather - Brown,Brown Quarter Arabic,0,25/10/2020 11:40:27,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00339/21940/item/114771,../data/imgs/WF_panerai/114771_PAM00339_Radiomir Manual.jpeg
256,134854,Radiomir Manual,PAM00421,13385,17920,2013,Yes,Yes,Mens,Manual,47 MM,Red Gold,Alligator - Black,Brown Baton,50 metres,25/10/2020 11:40:30,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00421/23837/item/134854,../data/imgs/WF_panerai/134854_PAM00421_Radiomir Manual.jpeg
257,136426,Luminor 1950,PAM00614,11480,14670,2017,Yes,Yes,Mens,Automatic,47 MM,Titanium,Rubber - Black,Black,300 metres,25/10/2020 11:40:34,https://www.watchfinder.es/Panerai/Luminor1950/PAM00614/30232/item/136426,../data/imgs/WF_panerai/136426_PAM00614_Luminor 1950.jpeg
258,134258,Luminor 1950,PAM00653,10025,11650,2019,Yes,Yes,Mens,Automatic,44 MM,Steel,Leather - Brown,Black Arabic,100 metres,25/10/2020 11:40:37,https://www.watchfinder.es/Panerai/Luminor1950/PAM00653/39304/item/134258,../data/imgs/WF_panerai/134258_PAM00653_Luminor 1950.jpeg
259,135089,Luminor 1950,PAM00275,11480,14335,2019,Yes,Yes,Mens,Manual,44 MM,Steel,Alligator - Black,Black Baton,100 metres,25/10/2020 11:40:40,https://www.watchfinder.es/Panerai/Luminor1950/PAM00275/6325/item/135089,../data/imgs/WF_panerai/135089_PAM00275_Luminor 1950.jpeg
260,135249,Luminor 8 Days,PAM00233,7785,11145,2007,Yes,Yes,Mens,Manual,44 MM,Steel,Leather - Black,Black Baton,100 metres,25/10/2020 11:40:43,https://www.watchfinder.es/Panerai/Luminor8Days/PAM00233/6322/item/135249,../data/imgs/WF_panerai/135249_PAM00233_Luminor 8 Days.jpeg
261,134668,Radiomir 3 Days Acciaio,PAM00721,9800,8960,2018,Yes,Yes,Mens,Manual,47 MM,Steel,Leather - Brown,Black Quarter Arabic,100 metres,25/10/2020 11:40:47,https://www.watchfinder.es/Panerai/Radiomir3DaysAcciaio/PAM00721/36291/item/134668,../data/imgs/WF_panerai/134668_PAM00721_Radiomir 3 Days Acciaio.jpeg
262,134256,Radiomir Automatic,PAM00572,8400,9970,2019,Yes,Yes,Mens,Automatic,45 MM,Steel,Crocodile - Black,Black Quarter Arabic,100 metres,25/10/2020 11:40:50,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00572/28912/item/134256,../data/imgs/WF_panerai/134256_PAM00572_Radiomir Automatic.jpeg
263,/93325,Radiomir Automatic,PAM00391,11480,,2012,Yes,Yes,Mens,Automatic,47 MM,Steel,Leather - Brown,Brown Quarter Arabic,100 metres,25/10/2020 11:40:53,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00391/24111/item/93325,../data/imgs/WF_panerai//93325_PAM00391_Radiomir Automatic.jpeg
264,128983,Radiomir Automatic,PAM00572,7225,9630,2015,Yes,Yes,Mens,Automatic,45 MM,Steel,Crocodile - Black,Black Quarter Arabic,100 metres,25/10/2020 11:40:56,https://www.watchfinder.es/Panerai/RadiomirAutomatic/PAM00572/28912/item/128983,../data/imgs/WF_panerai/128983_PAM00572_Radiomir Automatic.jpeg
265,128877,Radiomir Manual,PAM00380,3865,,2007,Yes,Yes,Mens,Manual,45 MM,Steel,Leather - Black,Black Quarter Arabic,100 metres,25/10/2020 11:41:00,https://www.watchfinder.es/Panerai/RadiomirManual/PAM00380/35568/item/128877,../data/imgs/WF_panerai/128877_PAM00380_Radiomir Manual.jpeg
266,122062,Luminor Chrono,PAM00052,8400,,2000,Yes,Yes,Mens,Automatic,40 MM,Steel & Titanium,Steel & Titanium,Black Arabic,0,25/10/2020 11:41:03,https://www.watchfinder.es/Panerai/LuminorChrono/PAM00052/25817/item/122062,../data/imgs/WF_panerai/122062_PAM00052_Luminor Chrono.jpeg
267,123783,Luminor Marina,PAM00530,15400,20385,2016,Yes,Yes,Mens,Automatic,47 MM,,Rubber - Black,Black Baton,100 metres,25/10/2020 11:41:07,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00530/23858/item/123783,../data/imgs/WF_panerai/123783_PAM00530_Luminor Marina.jpeg
268,125340,Luminor 1950,PAM00441,9240,10190,2014,Yes,Yes,Mens,Automatic,44 MM,Ceramic - Black,Leather - Suede,Black Arabic,100 metres,25/10/2020 11:41:10,https://www.watchfinder.es/Panerai/Luminor1950/PAM00441/23842/item/125340,../data/imgs/WF_panerai/125340_PAM00441_Luminor 1950.jpeg
269,125354,Manifattura Radiomir,PAM00268,6105,,2014,Yes,No,Mens,Manual,45 MM,Steel,Leather - Black,Black Baton,100 metres,25/10/2020 11:41:13,https://www.watchfinder.es/Panerai/ManifatturaRadiomir/PAM00268/6323/item/125354,../data/imgs/WF_panerai/125354_PAM00268_Manifattura Radiomir.jpeg
270,124025,Manifattura Luminor,PAM00270,8120,12095,2008,No,Yes,Mens,Automatic,44 MM,Steel,Rubber - Black,Black Quarter Arabic,100 metres,25/10/2020 11:41:16,https://www.watchfinder.es/Panerai/ManifatturaLuminor/PAM00270/37809/item/124025,../data/imgs/WF_panerai/124025_PAM00270_Manifattura Luminor.jpeg
271,120862,Luminor Pangaea,PAM00307,8400,12655,2008,Yes,No,Mens,Automatic,47 MM,Steel & Titanium,Rubber - Black,Blue Baton,120 metres,25/10/2020 11:41:19,https://www.watchfinder.es/Panerai/LuminorPangaea/PAM00307/9920/item/120862,../data/imgs/WF_panerai/120862_PAM00307_Luminor Pangaea.jpeg
272,121043,Manifattura Luminor,PAM00320,5880,,2010,Yes,Yes,Mens,Automatic,44 MM,Steel,Steel,Black Quarter Arabic,300 metres,25/10/2020 11:41:23,https://www.watchfinder.es/Panerai/ManifatturaLuminor/PAM00320/37318/item/121043,../data/imgs/WF_panerai/121043_PAM00320_Manifattura Luminor.jpeg
273,119626,Luminor Marina,PAM00028,7000,,2009,Yes,Yes,Mens,Automatic,44 MM,Steel with PVD Coating,Leather - Black,Black Quarter Arabic,300 metres,25/10/2020 11:41:26,https://www.watchfinder.es/Panerai/LuminorMarina/PAM00028/15011/item/119626,../data/imgs/WF_panerai/119626_PAM00028_Luminor Marina.jpeg
274,115586,Radiomir 10 Days GMT,PAM00550,13160,,2018,Yes,Yes,Mens,Automatic,47 MM,Steel,Leather - Brown,Black Arabic,100 metres,25/10/2020 11:41:29,https://www.watchfinder.es/Panerai/Radiomir10DaysGMT/PAM00550/36512/item/115586,../data/imgs/WF_panerai/115586_PAM00550_Radiomir 10 Days GMT.jpeg
275,108466,Manifattura Luminor,PAM00328,5545,7280,2018,No,No,Mens,Automatic,44 MM,Steel,Steel,Black Quarter Arabic,300 metres,25/10/2020 11:41:33,https://www.watchfinder.es/Panerai/ManifatturaLuminor/PAM00328/15184/item/108466,../data/imgs/WF_panerai/108466_PAM00328_Manifattura Luminor.jpeg
